COUNT,DATE,TIME,ActPrsMachSpecMax,ActStrCsh[1],ActStrXfr[1],ActPrsXfrSpec[1],@ActExtStartPos,ActTimFill[1],ActTimPlst[1],ActTimCyc,ActTmpBrlZn[1,1],ActTmpBrlZn[1,3],ActTmpBrlZn[1,4],ActTmpBrlZn[1,5],ActTmpBrlZn[1,8]
13,20200507,16:59:00,713,9.21,9.42,482,9.65,0.715,1.91,14.22,282.0,272.0,271.1,269.9,65.2
14,20200507,16:59:10,715,9.21,9.42,492,9.55,0.715,1.88,14.25,282.0,272.0,271.1,270.0,65.2
15,20200507,16:59:26,726,9.21,9.42,492,9.76,0.715,1.85,14.25,282.0,272.0,271.0,270.0,65.2
16,20200507,16:59:41,713,9.21,9.42,492,9.71,0.715,1.89,14.23,282.0,272.0,270.9,270.0,65.2
17,20200507,16:59:56,721,9.21,9.42,501,9.76,0.715,1.89,14.30,282.0,272.0,270.9,270.0,65.2
18,20200507,17:00:11,720,9.21,9.42,486,9.89,0.715,1.92,14.22,282.1,272.0,270.9,270.0,65.2
19,20200507,17:00:22,718,9.21,9.42,497,9.60,0.715,1.91,14.27,282.0,272.0,271.0,270.0,65.2
20,20200507,17:00:37,720,9.21,9.42,486,9.81,0.715,1.87,14.23,281.9,272.0,271.1,270.0,65.2
21,20200507,17:00:52,716,9.21,9.42,487,9.60,0.715,1.89,14.27,282.1,272.0,271.1,270.1,65.2
22,20200507,17:01:08,719,9.21,9.42,490,9.65,0.715,1.90,14.27,281.9,272.0,271.1,270.1,65.2
23,20200507,17:01:23,731,9.22,9.42,508,9.70,0.715,1.88,14.29,282.0,272.0,271.1,270.1,65.2
28,20200507,17:02:34,719,9.22,9.42,507,9.37,0.715,1.86,14.28,282.0,272.0,271.1,270.1,65.2 
28,2021427,19:32:58,719,9.22,9.42,507,9.37,0.715,1.86,14.28,282.0,272.0,271.1,270.1,65.2 
28,2021427,19:32:59,719,9.22,9.42,507,9.37,0.715,1.86,14.28,282.0,272.0,271.1,270.1,65.2 
28,2021427,19:33:0,719,9.22,9.42,507,9.37,0.715,1.86,14.28,282.0,272.0,271.1,270.1,65.2 
28,2021427,19:33:1,719,9.22,9.42,507,9.37,0.715,1.86,14.28,282.0,272.0,271.1,270.1,65.2 
28,2021427,19:33:2,719,9.22,9.42,507,9.37,0.715,1.86,14.28,282.0,272.0,271.1,270.1,65.2 
28,2021427,19:33:3,719,9.22,9.42,507,9.37,0.715,1.86,14.28,282.0,272.0,271.1,270.1,65.2 
28,2021427,19:33:4,719,9.22,9.42,507,9.37,0.715,1.86,14.28,282.0,272.0,271.1,270.1,65.2 
28,2021427,19:33:5,719,9.22,9.42,507,9.37,0.715,1.86,14.28,282.0,272.0,271.1,270.1,65.2 
28,2021427,19:33:6,719,9.22,9.42,507,9.37,0.715,1.86,14.28,282.0,272.0,271.1,270.1,65.2 
28,2021427,19:33:7,719,9.22,9.42,507,9.37,0.715,1.86,14.28,282.0,272.0,271.1,270.1,65.2 
28,2021427,19:33:8,719,9.22,9.42,507,9.37,0.715,1.86,14.28,282.0,272.0,271.1,270.1,65.2 
28,2021427,19:33:9,719,9.22,9.42,507,9.37,0.715,1.86,14.28,282.0,272.0,271.1,270.1,65.2 
28,2021427,19:33:10,719,9.22,9.42,507,9.37,0.715,1.86,14.28,282.0,272.0,271.1,270.1,65.2 
28,2021427,19:33:11,719,9.22,9.42,507,9.37,0.715,1.86,14.28,282.0,272.0,271.1,270.1,65.2 
28,2021427,19:33:12,719,9.22,9.42,507,9.37,0.715,1.86,14.28,282.0,272.0,271.1,270.1,65.2 
28,2021427,19:33:13,719,9.22,9.42,507,9.37,0.715,1.86,14.28,282.0,272.0,271.1,270.1,65.2 
28,2021427,19:33:14,719,9.22,9.42,507,9.37,0.715,1.86,14.28,282.0,272.0,271.1,270.1,65.2 
28,2021427,19:33:15,719,9.22,9.42,507,9.37,0.715,1.86,14.28,282.0,272.0,271.1,270.1,65.2 
28,2021427,19:33:16,719,9.22,9.42,507,9.37,0.715,1.86,14.28,282.0,272.0,271.1,270.1,65.2 
28,2021427,19:33:17,719,9.22,9.42,507,9.37,0.715,1.86,14.28,282.0,272.0,271.1,270.1,65.2 
